"path","symbol","method","operation","table","fingerprint","owner","exit_slice","strategy","status"
"services/client_subsidy_return_transactions.py","record_client_subsidy_return","execute","UPDATE","finance_import_rows","a730fac78f98aa4d","client_finance","slice-3","replace-with-client-finance-ledger-ports","需移除"
"services/government_subsidy_reconciliation.py","reconcile_government_subsidy","execute","UPDATE","subsidy_claim_batches","2eeefe01e3a11c80","client_finance","slice-3","replace-with-client-finance-ledger-ports","需移除"
"services/government_subsidy_reconciliation.py","reconcile_government_subsidy","execute","UPDATE","finance_import_rows","4a9308e0c4f0d047","client_finance","slice-3","replace-with-client-finance-ledger-ports","需移除"
"services/government_subsidy_reconciliation.py","reconcile_government_subsidy","execute","INSERT","government_subsidy_allocations","9613ab9a42c713d0","client_finance","slice-3","replace-with-client-finance-ledger-ports","需移除"
"services/government_subsidy_reconciliation.py","reconcile_government_subsidy","execute","UPDATE","subsidy_claim_batch_items","9b0e93e97dbe794d","client_finance","slice-3","replace-with-client-finance-ledger-ports","需移除"
"services/government_subsidy_reconciliation.py","reconcile_government_subsidy","execute","INSERT","government_subsidy_transactions","adbcca0f1aaf4a39","client_finance","slice-3","replace-with-client-finance-ledger-ports","需移除"
"services/finance_import_anomaly_consumer.py","_consume_next","commit","COMMIT","-","300e7a9f4c16abfb","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_anomaly_consumer.py","_mark_delivered","execute","UPDATE","finance_import_outbox","5e314e2dbfd57896","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_anomaly_consumer.py","_mark_failed","commit","COMMIT","-","300e7a9f4c16abfb","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_anomaly_consumer.py","_mark_failed","execute","UPDATE","finance_import_outbox","b255d3059c639d72","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_application.py","import_finance_workbook","commit","COMMIT","-","300e7a9f4c16abfb","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_application.py","import_finance_workbook","execute","UPDATE","finance_import_batches","399cd0cc5dcdd490","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_ingestion.py","_append_classification_outbox","execute","INSERT","finance_import_outbox","e16a30feff8dc76d","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_ingestion.py","_complete_batch","execute","UPDATE","finance_import_batches","278d1da2947a0ccd","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_ingestion.py","_insert_batch_contract","execute","INSERT","finance_import_batch_contracts","15d84a3478f3aba1","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_ingestion.py","_insert_initial_classification","execute","INSERT","finance_import_classification_events","caad0d6f08a0a335","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_ingestion.py","_save_receipt","execute","INSERT","finance_import_ingestion_receipts","12941c0595238619","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_ingestion.py","ingest_finance_workbook","commit","COMMIT","-","300e7a9f4c16abfb","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_reprocessing.py","reprocess_finance_import_batch","commit","COMMIT","-","300e7a9f4c16abfb","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_reprocessing.py","reprocess_finance_import_batch","execute","INSERT","finance_import_reclassification_events","399b688298e02b8f","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_reprocessing.py","reprocess_finance_import_batch","execute","UPDATE","finance_import_rows","5ddffd7b9bad3d8c","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_reprocessing.py","reprocess_finance_import_batch","execute","INSERT","finance_import_reprocess_runs","bb038c7c4708b2a3","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_staging.py","stage_finance_rows","execute","INSERT","finance_import_rows","126b0edb498f0b01","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_staging.py","stage_finance_rows","execute","UPDATE","finance_import_rows","1e9a701084e1347b","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_staging.py","stage_finance_rows","execute","INSERT","finance_import_batches","724d87fc9c1f84e5","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_staging.py","stage_finance_rows","execute","INSERT","finance_import_occurrences","ba683c3ae33938f1","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/finance_import_staging.py","stage_finance_rows","execute","INSERT","finance_import_occurrences","ba7a22bb293cfa6a","finance_import","slice-3","restrict-to-bank-facts-and-classification","需移除"
"services/order_actual_start_reconfirmation.py","reconfirm_order_actual_start","commit","COMMIT","-","300e7a9f4c16abfb","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","_fetchall","execute","DYNAMIC","unknown","b7f4abf0ec209ad0","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","commit","COMMIT","-","300e7a9f4c16abfb","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","UPDATE","orders","1962199c814de5be","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","UPDATE","case_staff_assignments","1d1d7214c17c5476","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","DELETE","staff_schedule","3cd3eae85caa9a51","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","UPDATE","case_staff_assignments","66ff193932d5dac5","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","INSERT","case_staff_assignments","c180d3c972feaded","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","UPDATE","case_staff_assignments","c814c14cf49325c2","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","INSERT","order_assignment_change_audits","d7dbc5f0bef78dab","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","UPDATE","case_staff_assignments","d88e174af9ed8498","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_assignment_synchronization.py","apply_order_assignment_sync","execute","UPDATE","clients","d9d10c478b2a7560","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_cancellation_command.py","cancel_order","commit","COMMIT","-","300e7a9f4c16abfb","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_alert_projector.py","_claim_next","execute","UPDATE","order_lifecycle_projection_outbox","5c8625fcc4d56c1b","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_alert_projector.py","_failed","execute","UPDATE","order_lifecycle_projection_outbox","5e7e3fac79ff647e","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_alert_projector.py","_process_next","commit","COMMIT","-","300e7a9f4c16abfb","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_alert_projector.py","_process_next","commit","COMMIT","-","300e7a9f4c16abfb","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_alert_projector.py","_projected","execute","UPDATE","order_lifecycle_projection_outbox","13488c07bdc70f50","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_control_commands.py","apply_order_lifecycle_control_command","execute","INSERT","order_lifecycle_control_events","4fa084cca7308c01","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_control_commands.py","apply_order_lifecycle_control_command","execute","INSERT","order_lifecycle_control_state","7544dd28ed07721c","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_control_commands.py","apply_order_lifecycle_control_command","execute","UPDATE","order_lifecycle_control_state","b2da789c367dc677","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_hold_commands.py","apply_order_lifecycle_hold_command","commit","COMMIT","-","a726d561eba65201","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_manual_correction.py","correct_order_lifecycle","commit","COMMIT","-","300e7a9f4c16abfb","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_persistence.py","persist_order_lifecycle_decision","execute","UPDATE","orders","1627666bfe47c039","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_persistence.py","persist_order_lifecycle_decision","execute","INSERT","order_lifecycle_projection_outbox","1ca3594c69efb4fb","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_persistence.py","persist_order_lifecycle_decision","execute","UPDATE","orders","770723ae337db3d7","orders","slice-1","replace-with-orders-ports","需移除"
"services/order_lifecycle_persistence.py","persist_order_lifecycle_decision","execute","INSERT","order_lifecycle_state_events","f472407fcecbbaa5","orders","slice-1","replace-with-orders-ports","需移除"
"services/assignment_payroll_reconciliation_service.py","_q","execute","DYNAMIC","unknown","b7f4abf0ec209ad0","payroll","slice-2","replace-with-assignment-owned-payroll-ports","需移除"
"services/admin_auth_service.py","authenticate_admin","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","authenticate_admin","execute","UPDATE","admin_users","a81eb68e522ff3e6","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","authenticate_admin","execute","INSERT","admin_sessions","b5bb0a8b5f836223","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","create_admin_user","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","create_admin_user","execute","INSERT","admin_users","50357c0676159463","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","get_admin_session","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","get_admin_session","execute","UPDATE","admin_sessions","eac9c8793dd98df6","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","record_admin_audit","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","record_admin_audit","execute","INSERT","admin_audit_logs","c0d333209b5504f2","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","renew_admin_session","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","renew_admin_session","execute","UPDATE","admin_sessions","b48d7252cba17b79","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","revoke_admin_session","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/admin_auth_service.py","revoke_admin_session","execute","UPDATE","admin_sessions","5e7563c4a3f777f7","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/data_browser_admin_audit_log_service.py","record_data_browser_patch_audit","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/data_browser_admin_audit_log_service.py","record_data_browser_patch_audit","execute","DYNAMIC","unknown","0d89e6f94e386dce","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/data_browser_admin_audit_log_service.py","record_data_browser_patch_audit","execute","DYNAMIC","unknown","5ec7b4fc748a9c0b","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/data_browser_admin_schema_service.py","patch_data_browser_table_row","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","_sync_client_payment_due_dates_with_cursor","execute","UPDATE","client_payments","0bb3e91e7d0b7bf4","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","_sync_client_payment_due_dates_with_cursor","execute","UPDATE","client_payments","e2cb5e3e477af8c6","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","add_or_update_holiday","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","add_or_update_holiday","execute","INSERT","holidays","4cad735c794022ee","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","backfill_client_payment_due_dates","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","create_order","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","create_order","execute","INSERT","unknown","1b6db04e7455bdc6","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","create_order","execute","INSERT","orders","61f4009f61c1102f","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","delete_holiday","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","delete_holiday","execute","DELETE","holidays","db0b8f0c7231ecbc","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","mark_resume_sent","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","mark_resume_sent","execute","UPDATE","matching_records","a14359aa787702e5","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","mark_resume_sent_for_case","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","mark_resume_sent_for_case","execute","UPDATE","matching_records","a14359aa787702e5","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","reply_matching_inquiry","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","reply_matching_inquiry","execute","UPDATE","matching_records","611ff31356191165","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","save_order_rest_dates","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","save_order_rest_dates","execute","DELETE","staff_schedule","38621464a92e8bae","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","save_order_rest_dates","execute","UPDATE","orders","72efffd9f6f1dfea","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","save_order_rest_dates","execute","INSERT","staff_schedule","79ea1bd89495f252","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","sync_client_payment_due_dates_for_case_no","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_matching_info_sent","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_matching_info_sent","execute","UPDATE","matching_records","a6bceefe5b885033","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_matching_info_sent","execute","UPDATE","matching_records","bd418768df968b01","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_order_full_details","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_order_full_details","execute","UPDATE","clients","4fa290440995915b","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_table_row","commit","COMMIT","-","a726d561eba65201","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_table_row","execute","UPDATE","unknown","92dc4a16c74a1187","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/db_service.py","update_table_row","execute","UPDATE","unknown","92dc4a16c74a1187","platform_admin","slice-6","typed-platform-adapter-or-gone","需移除"
"services/assignment_schedule_rest_date_service.py","apply_assignment_leave_resolution","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","apply_assignment_leave_resolution","execute","INSERT","assignment_schedule_leave_substitution_events","60b67af0bffe5806","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","apply_assignment_leave_resolution_batch","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","apply_assignment_leave_resolution_batch","execute","INSERT","assignment_schedule_leave_substitution_events","57e0396e0b90c1ee","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","apply_assignment_leave_resolution_batch","execute","INSERT","assignment_schedule_leave_substitution_batches","81556a6f1674d475","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_batch_mutations","execute","UPDATE","case_staff_assignments","22141f9e77fd3d33","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_batch_mutations","execute","UPDATE","staff_schedule","3df779f4b11ff719","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_batch_mutations","execute","UPDATE","case_staff_assignments","4227e2a712bf710d","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_batch_mutations","execute","INSERT","case_staff_assignments","5ac4e3d709707b8a","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_batch_mutations","execute","INSERT","staff_schedule","8ddb9bcb77e012f7","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_batch_mutations","execute","UPDATE","case_staff_assignments","a5922bea07aad101","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_mutations","execute","INSERT","case_staff_assignments","1c0407047ac15597","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_mutations","execute","UPDATE","staff_schedule","2e525e4b61a8959d","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_mutations","execute","UPDATE","staff_schedule","5c91b6c6984235e1","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_mutations","execute","INSERT","staff_schedule","921d26fa349e4c54","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_mutations","execute","UPDATE","case_staff_assignments","b8a9ec5055f7afa5","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","execute_assignment_leave_resolution_mutations","execute","UPDATE","case_staff_assignments","f06c3d292a11919a","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","read_assignment_leave_resolution_batch_replay_snapshot","execute","DYNAMIC","unknown","6e4838d7eac57cf2","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","read_assignment_leave_resolution_batch_replay_snapshot","execute","DYNAMIC","unknown","c9975ad9b7e90b8e","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","save_assignment_rest_dates","commit","COMMIT","-","a726d561eba65201","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","save_assignment_rest_dates","execute","INSERT","staff_schedule","11c89325b33ad961","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","save_assignment_rest_dates","execute","DELETE","staff_schedule","1ea51518750fd2fa","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/assignment_schedule_rest_date_service.py","save_assignment_rest_dates","execute","UPDATE","case_staff_assignments","803e9cce64521b7b","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_cancellation_service.py","_load_event_for_key","execute","DYNAMIC","unknown","7277c9dbe6dee32d","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_cancellation_service.py","cancel_caregiver_availability_lock_for_order","execute","INSERT","caregiver_availability_lock_events","205ee31d1dd6afff","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_cancellation_service.py","cancel_caregiver_availability_lock_for_order","execute","UPDATE","caregiver_availability_locks","a6d4a37352dcd684","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_cancellation_service.py","cancel_caregiver_availability_lock_for_order","execute","UPDATE","caregiver_availability_lock_days","f8d726217312a6a2","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","_load_preflight_lock_days","execute","DYNAMIC","unknown","13374b0da00eceae","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","convert_availability_lock_to_assignments","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","convert_availability_lock_to_assignments","commit","COMMIT","-","300e7a9f4c16abfb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","convert_availability_lock_to_assignments","execute","UPDATE","orders","6c051315427ab442","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","convert_availability_lock_to_assignments","execute","INSERT","case_staff_assignments","98f6c3d24cdbeb45","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","convert_availability_lock_to_assignments","execute","UPDATE","caregiver_availability_lock_days","d2298ec3bd0cde43","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","convert_availability_lock_to_assignments","execute","INSERT","caregiver_availability_lock_events","d6c98990c9bf6ebe","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
"services/caregiver_availability_lock_conversion_service.py","convert_availability_lock_to_assignments","execute","UPDATE","caregiver_availability_locks","e7ebec212a823bbb","scheduling","slice-1","replace-with-scheduling-generation-ports","需移除"
